. Semoga kedepan.ny semakin berkembang	5	positif	id	semoga kedepanny semakin berkembang	['semoga', 'kedepanny', 'semakin', 'berkembang']	['semoga', 'kedepannya', 'semakin', 'berkembang']	['semoga', 'kedepannya', 'berkembang']	['moga', 'depan', 'kembang']
Aplikasinya sangat membantu	5	positif	id	aplikasinya sangat membantu	['aplikasinya', 'sangat', 'membantu']	['aplikasinya', 'sangat', 'membantu']	['aplikasinya', 'membantu']	['aplikasi', 'bantu']
aplikasinya sangat membantu banget untuk pembelian bensin,karena memudahkan kita untuk pembelian bensin,gak usah repot-repot lagi untuk bawa uang cash ke SPBU. lambatnya sekarang hanya karena banyak yang baru ikutan coba pakai, dan selama ini baik-baik saja. Fitur-fiturnya gak ribet sama sekali,jadi mudah untuk digunakan. Interfacenya user-friendly, udah ada peningkatan kecepatan pembayaran. Kalo bisa ditambahkan e-wallet pembayaran selain linkaja, dan juga ditambahkan speed apps.	5	positif	id	aplikasinya sangat membantu banget untuk pembelian bensinkarena memudahkan kita untuk pembelian bensingak usah repotrepot lagi untuk bawa uang cash ke spbu lambatnya sekarang hanya karena banyak yang baru ikutan coba pakai dan selama ini baikbaik saja fiturfiturnya gak ribet sama sekalijadi mudah untuk digunakan interfacenya userfriendly udah ada peningkatan kecepatan pembayaran kalo bisa ditambahkan ewallet pembayaran selain linkaja dan juga ditambahkan speed apps	['aplikasinya', 'sangat', 'membantu', 'banget', 'untuk', 'pembelian', 'bensinkarena', 'memudahkan', 'kita', 'untuk', 'pembelian', 'bensingak', 'usah', 'repotrepot', 'lagi', 'untuk', 'bawa', 'uang', 'cash', 'ke', 'spbu', 'lambatnya', 'sekarang', 'hanya', 'karena', 'banyak', 'yang', 'baru', 'ikutan', 'coba', 'pakai', 'dan', 'selama', 'ini', 'baikbaik', 'saja', 'fiturfiturnya', 'gak', 'ribet', 'sama', 'sekalijadi', 'mudah', 'untuk', 'digunakan', 'interfacenya', 'userfriendly', 'udah', 'ada', 'peningkatan', 'kecepatan', 'pembayaran', 'kalo', 'bisa', 'ditambahkan', 'ewallet', 'pembayaran', 'selain', 'linkaja', 'dan', 'juga', 'ditambahkan', 'speed', 'apps']	['aplikasinya', 'sangat', 'membantu', 'banget', 'untuk', 'pembelian', 'bensinkarena', 'memudahkan', 'kita', 'untuk', 'pembelian', 'bensingak', 'usah', 'repotrepot', 'lagi', 'untuk', 'bawa', 'uang', 'cash', 'ke', 'spbu', 'lambatnya', 'sekarang', 'hanya', 'karena', 'banyak', 'yang', 'baru', 'ikutan', 'coba', 'pakai', 'dan', 'selama', 'ini', 'baikbaik', 'saja', 'fiturfiturnya', 'enggak', 'ribet', 'sama', 'sekalijadi', 'mudah', 'untuk', 'digunakan', 'interfacenya', 'userfriendly', 'sudah', 'ada', 'peningkatan', 'kecepatan', 'pembayaran', 'kalo', 'bisa', 'ditambahkan', 'ewallet', 'pembayaran', 'selain', 'linkaja', 'dan', 'juga', 'ditambahkan', 'speed', 'apps']	['aplikasinya', 'membantu', 'banget', 'pembelian', 'bensinkarena', 'memudahkan', 'pembelian', 'bensingak', 'repotrepot', 'bawa', 'uang', 'cash', 'spbu', 'lambatnya', 'ikutan', 'coba', 'pakai', 'baikbaik', 'fiturfiturnya', 'ribet', 'sekalijadi', 'mudah', 'interfacenya', 'userfriendly', 'peningkatan', 'kecepatan', 'pembayaran', 'ewallet', 'pembayaran', 'linkaja', 'speed', 'apps']	['aplikasi', 'bantu', 'banget', 'beli', 'bensinkarena', 'mudah', 'beli', 'bensingak', 'repotrepot', 'bawa', 'uang', 'cash', 'spbu', 'lambat', 'ikut', 'coba', 'pakai', 'baikbaik', 'fiturfiturnya', 'ribet', 'sekalijadi', 'mudah', 'interfacenya', 'userfriendly', 'tingkat', 'cepat', 'bayar', 'ewallet', 'bayar', 'linkaja', 'speed', 'apps']
Aplikasinya sgt membantu. Kecepatan pembayaran udah ada peningkatan. Tp sekarang jadi sedikit lambat, mungkin karena banyak yg baru ikut pakai jadinya lambat.	5	positif	id	aplikasinya sgt membantu kecepatan pembayaran udah ada peningkatan tp sekarang jadi sedikit lambat mungkin karena banyak yg baru ikut pakai jadinya lambat	['aplikasinya', 'sgt', 'membantu', 'kecepatan', 'pembayaran', 'udah', 'ada', 'peningkatan', 'tp', 'sekarang', 'jadi', 'sedikit', 'lambat', 'mungkin', 'karena', 'banyak', 'yg', 'baru', 'ikut', 'pakai', 'jadinya', 'lambat']	['aplikasinya', 'sangat', 'membantu', 'kecepatan', 'pembayaran', 'sudah', 'ada', 'peningkatan', 'tapi', 'sekarang', 'jadi', 'sedikit', 'lambat', 'mungkin', 'karena', 'banyak', 'yang', 'baru', 'ikut', 'pakai', 'jadinya', 'lambat']	['aplikasinya', 'membantu', 'kecepatan', 'pembayaran', 'peningkatan', 'lambat', 'pakai', 'lambat']	['aplikasi', 'bantu', 'cepat', 'bayar', 'tingkat', 'lambat', 'pakai', 'lambat']
Aplikasinya sudah bagus, hanya saja metode pembayarannya belum beragam, hanya menggunakan Link-aja saja. Apabila nanti sudah berlaku cashless di semua SPBU semoga bisa ditambahkan metode pembayaran lain seperti: Ovo, Gopay, Dana, atau bahkan Shopee-pay.	4	positif	id	aplikasinya sudah bagus hanya saja metode pembayarannya belum beragam hanya menggunakan linkaja saja apabila nanti sudah berlaku cashless di semua spbu semoga bisa ditambahkan metode pembayaran lain seperti ovo gopay dana atau bahkan shopeepay	['aplikasinya', 'sudah', 'bagus', 'hanya', 'saja', 'metode', 'pembayarannya', 'belum', 'beragam', 'hanya', 'menggunakan', 'linkaja', 'saja', 'apabila', 'nanti', 'sudah', 'berlaku', 'cashless', 'di', 'semua', 'spbu', 'semoga', 'bisa', 'ditambahkan', 'metode', 'pembayaran', 'lain', 'seperti', 'ovo', 'gopay', 'dana', 'atau', 'bahkan', 'shopeepay']	['aplikasinya', 'sudah', 'bagus', 'hanya', 'saja', 'metode', 'pembayarannya', 'belum', 'beragam', 'hanya', 'menggunakan', 'linkaja', 'saja', 'apabila', 'nanti', 'sudah', 'berlaku', 'cashless', 'di', 'semua', 'spbu', 'semoga', 'bisa', 'ditambahkan', 'metode', 'pembayaran', 'lain', 'seperti', 'ovo', 'gopay', 'dana', 'atau', 'bahkan', 'shopeepay']	['aplikasinya', 'bagus', 'metode', 'pembayarannya', 'beragam', 'linkaja', 'berlaku', 'cashless', 'spbu', 'semoga', 'metode', 'pembayaran', 'ovo', 'gopay', 'dana', 'shopeepay']	['aplikasi', 'bagus', 'metode', 'bayar', 'agam', 'linkaja', 'laku', 'cashless', 'spbu', 'moga', 'metode', 'bayar', 'ovo', 'gopay', 'dana', 'shopeepay']
Aplikasinya sudah bagus. Tapi tidak di jalankan di SPBU.	4	positif	id	aplikasinya sudah bagus tapi tidak di jalankan di spbu	['aplikasinya', 'sudah', 'bagus', 'tapi', 'tidak', 'di', 'jalankan', 'di', 'spbu']	['aplikasinya', 'sudah', 'bagus', 'tapi', 'tidak', 'di', 'jalankan', 'di', 'spbu']	['aplikasinya', 'bagus', 'jalankan', 'spbu']	['aplikasi', 'bagus', 'jalan', 'spbu']
Aplikasinya tolong ditingkatkan lagi sistemnya, karna setiap saya login akan mendapatkan kode verifikasi, kode verifikasi tersebut tidak berfungsi karna tidak ada tempatnya untuk meneruskan diaplikasi, dan sistem pembayarannya diperbanyak agar memudahkan konsumen bertransaksi.	4	positif	id	aplikasinya tolong ditingkatkan lagi sistemnya karna setiap saya login akan mendapatkan kode verifikasi kode verifikasi tersebut tidak berfungsi karna tidak ada tempatnya untuk meneruskan diaplikasi dan sistem pembayarannya diperbanyak agar memudahkan konsumen bertransaksi	['aplikasinya', 'tolong', 'ditingkatkan', 'lagi', 'sistemnya', 'karna', 'setiap', 'saya', 'login', 'akan', 'mendapatkan', 'kode', 'verifikasi', 'kode', 'verifikasi', 'tersebut', 'tidak', 'berfungsi', 'karna', 'tidak', 'ada', 'tempatnya', 'untuk', 'meneruskan', 'diaplikasi', 'dan', 'sistem', 'pembayarannya', 'diperbanyak', 'agar', 'memudahkan', 'konsumen', 'bertransaksi']	['aplikasinya', 'tolong', 'ditingkatkan', 'lagi', 'sistemnya', 'karena', 'setiap', 'saya', 'login', 'akan', 'mendapatkan', 'kode', 'verifikasi', 'kode', 'verifikasi', 'tersebut', 'tidak', 'berfungsi', 'karena', 'tidak', 'ada', 'tempatnya', 'untuk', 'meneruskan', 'diaplikasi', 'dan', 'sistem', 'pembayarannya', 'diperbanyak', 'agar', 'memudahkan', 'konsumen', 'bertransaksi']	['aplikasinya', 'tolong', 'ditingkatkan', 'sistemnya', 'login', 'kode', 'verifikasi', 'kode', 'verifikasi', 'berfungsi', 'tempatnya', 'meneruskan', 'diaplikasi', 'sistem', 'pembayarannya', 'diperbanyak', 'memudahkan', 'konsumen', 'bertransaksi']	['aplikasi', 'tolong', 'tingkat', 'sistem', 'login', 'kode', 'verifikasi', 'kode', 'verifikasi', 'fungsi', 'tempat', 'terus', 'aplikasi', 'sistem', 'bayar', 'banyak', 'mudah', 'konsumen', 'transaksi']
Aplikasinya udah bagus, ada sedikit saran tolong opsi pembayarannya ditambah, kalo bisa sih ada opsi pembayaran pake debit biar makin enak bayarnya	4	positif	id	aplikasinya udah bagus ada sedikit saran tolong opsi pembayarannya ditambah kalo bisa sih ada opsi pembayaran pake debit biar makin enak bayarnya	['aplikasinya', 'udah', 'bagus', 'ada', 'sedikit', 'saran', 'tolong', 'opsi', 'pembayarannya', 'ditambah', 'kalo', 'bisa', 'sih', 'ada', 'opsi', 'pembayaran', 'pake', 'debit', 'biar', 'makin', 'enak', 'bayarnya']	['aplikasinya', 'sudah', 'bagus', 'ada', 'sedikit', 'saran', 'tolong', 'opsi', 'pembayarannya', 'ditambah', 'kalo', 'bisa', 'sih', 'ada', 'opsi', 'pembayaran', 'pakai', 'debit', 'biar', 'makin', 'enak', 'bayarnya']	['aplikasinya', 'bagus', 'saran', 'tolong', 'opsi', 'pembayarannya', 'ditambah', 'opsi', 'pembayaran', 'pakai', 'debit', 'enak', 'bayarnya']	['aplikasi', 'bagus', 'saran', 'tolong', 'opsi', 'bayar', 'tambah', 'opsi', 'bayar', 'pakai', 'debit', 'enak', 'bayar']
Aplikasinya udah bagus, ada sedikit saran tolong opsi pembayarannya ditambah, kalo bisa sih ada opsi pembayaran pake debit biar makin enak bayarnya	4	positif	id	aplikasinya udah bagus ada sedikit saran tolong opsi pembayarannya ditambah kalo bisa sih ada opsi pembayaran pake debit biar makin enak bayarnya	['aplikasinya', 'udah', 'bagus', 'ada', 'sedikit', 'saran', 'tolong', 'opsi', 'pembayarannya', 'ditambah', 'kalo', 'bisa', 'sih', 'ada', 'opsi', 'pembayaran', 'pake', 'debit', 'biar', 'makin', 'enak', 'bayarnya']	['aplikasinya', 'sudah', 'bagus', 'ada', 'sedikit', 'saran', 'tolong', 'opsi', 'pembayarannya', 'ditambah', 'kalo', 'bisa', 'sih', 'ada', 'opsi', 'pembayaran', 'pakai', 'debit', 'biar', 'makin', 'enak', 'bayarnya']	['aplikasinya', 'bagus', 'saran', 'tolong', 'opsi', 'pembayarannya', 'ditambah', 'opsi', 'pembayaran', 'pakai', 'debit', 'enak', 'bayarnya']	['aplikasi', 'bagus', 'saran', 'tolong', 'opsi', 'bayar', 'tambah', 'opsi', 'bayar', 'pakai', 'debit', 'enak', 'bayar']
Aplikasix bagus cuma untuk pengisian dana harusnya bisa ada top up lewat bank	4	positif	id	aplikasix bagus cuma untuk pengisian dana harusnya bisa ada top up lewat bank	['aplikasix', 'bagus', 'cuma', 'untuk', 'pengisian', 'dana', 'harusnya', 'bisa', 'ada', 'top', 'up', 'lewat', 'bank']	['aplikasix', 'bagus', 'cuma', 'untuk', 'pengisian', 'dana', 'harusnya', 'bisa', 'ada', 'top', 'unggah', 'lewat', 'bank']	['aplikasix', 'bagus', 'pengisian', 'dana', 'top', 'unggah', 'bank']	['aplikasix', 'bagus', 'isi', 'dana', 'top', 'unggah', 'bank']
Aplksh tak beguna, cra mepersult hidup. Purreee	1	negatif	id	aplksh tak beguna cra mepersult hidup purreee	['aplksh', 'tak', 'beguna', 'cra', 'mepersult', 'hidup', 'purreee']	['aplksh', 'tak', 'beguna', 'cra', 'mepersult', 'hidup', 'purreee']	['aplksh', 'beguna', 'cra', 'mepersult', 'hidup', 'purreee']	['aplksh', 'beguna', 'cra', 'mepersult', 'hidup', 'purreee']
Aplksi jelek ko ga bisa d buka daptar udh	2	negatif	id	aplksi jelek ko ga bisa d buka daptar udh	['aplksi', 'jelek', 'ko', 'ga', 'bisa', 'd', 'buka', 'daptar', 'udh']	['aplksi', 'jelek', 'kok', 'enggak', 'bisa', 'di', 'buka', 'daftar', 'sudah']	['aplksi', 'jelek', 'buka', 'daftar']	['aplksi', 'jelek', 'buka', 'daftar']
App gak berguna	1	negatif	id	app gak berguna	['app', 'gak', 'berguna']	['aplikasi', 'enggak', 'berguna']	['aplikasi', 'berguna']	['aplikasi', 'guna']
App menyusahkan rakyat? Bener ndak?	1	negatif	id	app menyusahkan rakyat bener ndak	['app', 'menyusahkan', 'rakyat', 'bener', 'ndak']	['aplikasi', 'menyusahkan', 'rakyat', 'benar', 'tidak']	['aplikasi', 'menyusahkan', 'rakyat']	['aplikasi', 'susah', 'rakyat']
Applikasi sangat membantu	5	positif	id	applikasi sangat membantu	['applikasi', 'sangat', 'membantu']	['applikasi', 'sangat', 'membantu']	['applikasi', 'membantu']	['applikasi', 'bantu']
Approve yang fast respon dr Admin, Terimakasih	5	positif	id	approve yang fast respon dr admin terimakasih	['approve', 'yang', 'fast', 'respon', 'dr', 'admin', 'terimakasih']	['approve', 'yang', 'fast', 'respon', 'dari', 'admin', 'terimakasih']	['approve', 'fast', 'respon', 'admin', 'terimakasih']	['approve', 'fast', 'respon', 'admin', 'terimakasih']
Aps nya error suka keluar sndri .	2	negatif	id	aps nya error suka keluar sndri	['aps', 'nya', 'error', 'suka', 'keluar', 'sndri']	['aps', 'nya', 'error', 'suka', 'keluar', 'sendiri']	['aps', 'error', 'suka']	['aps', 'error', 'suka']
aturan bikin rakyat sulit.	1	negatif	id	aturan bikin rakyat sulit	['aturan', 'bikin', 'rakyat', 'sulit']	['aturan', 'bikin', 'rakyat', 'sulit']	['aturan', 'rakyat', 'sulit']	['atur', 'rakyat', 'sulit']
Aturan gak jelas mending pada tidur aja dari pada kerja bikin susah rakyat	1	negatif	id	aturan gak jelas mending pada tidur aja dari pada kerja bikin susah rakyat	['aturan', 'gak', 'jelas', 'mending', 'pada', 'tidur', 'aja', 'dari', 'pada', 'kerja', 'bikin', 'susah', 'rakyat']	['aturan', 'enggak', 'jelas', 'mending', 'pada', 'tidur', 'saja', 'dari', 'pada', 'kerja', 'bikin', 'susah', 'rakyat']	['aturan', 'mending', 'tidur', 'kerja', 'susah', 'rakyat']	['atur', 'mending', 'tidur', 'kerja', 'susah', 'rakyat']
Aturannya menyusahkan rakyat mulu	1	negatif	id	aturannya menyusahkan rakyat mulu	['aturannya', 'menyusahkan', 'rakyat', 'mulu']	['aturannya', 'menyusahkan', 'rakyat', 'mulu']	['aturannya', 'menyusahkan', 'rakyat', 'mulu']	['atur', 'susah', 'rakyat', 'mulu']
Awalnya pendaftaran terasa sulit, tapi setelah data dilengkapi dan perbaikan data diikuti (seperti foto kendaraan) ternyata prosesnya cepat.ðŸ‘	4	positif	id	awalnya pendaftaran terasa sulit tapi setelah data dilengkapi dan perbaikan data diikuti seperti foto kendaraan ternyata prosesnya cepat 	['awalnya', 'pendaftaran', 'terasa', 'sulit', 'tapi', 'setelah', 'data', 'dilengkapi', 'dan', 'perbaikan', 'data', 'diikuti', 'seperti', 'foto', 'kendaraan', 'ternyata', 'prosesnya', 'cepat', '']	['awalnya', 'pendaftaran', 'terasa', 'sulit', 'tapi', 'setelah', 'data', 'dilengkapi', 'dan', 'perbaikan', 'data', 'diikuti', 'seperti', 'foto', 'kendaraan', 'ternyata', 'prosesnya', 'cepat', '']	['pendaftaran', 'sulit', 'data', 'dilengkapi', 'perbaikan', 'data', 'diikuti', 'foto', 'kendaraan', 'prosesnya', 'cepat', '']	['daftar', 'sulit', 'data', 'lengkap', 'baik', 'data', 'ikut', 'foto', 'kendara', 'proses', 'cepat', '']
Awalnya sedikit ragu pakai aplikasi ini. Ternyata bener bener ngebantu bgt dan cocok buat aku yg sukanya cashless hihi. Praktis dan efisien bgt. Jadi ga usah nyiapin duit lembaran ga perlu rogoh rogoh kantong buat cari uang. Tinggal klik langsung deh ngeng ~	5	positif	id	awalnya sedikit ragu pakai aplikasi ini ternyata bener bener ngebantu bgt dan cocok buat aku yg sukanya cashless hihi praktis dan efisien bgt jadi ga usah nyiapin duit lembaran ga perlu rogoh rogoh kantong buat cari uang tinggal klik langsung deh ngeng	['awalnya', 'sedikit', 'ragu', 'pakai', 'aplikasi', 'ini', 'ternyata', 'bener', 'bener', 'ngebantu', 'bgt', 'dan', 'cocok', 'buat', 'aku', 'yg', 'sukanya', 'cashless', 'hihi', 'praktis', 'dan', 'efisien', 'bgt', 'jadi', 'ga', 'usah', 'nyiapin', 'duit', 'lembaran', 'ga', 'perlu', 'rogoh', 'rogoh', 'kantong', 'buat', 'cari', 'uang', 'tinggal', 'klik', 'langsung', 'deh', 'ngeng']	['awalnya', 'sedikit', 'ragu', 'pakai', 'aplikasi', 'ini', 'ternyata', 'benar', 'benar', 'ngebantu', 'banget', 'dan', 'cocok', 'buat', 'aku', 'yang', 'sukanya', 'cashless', 'hihi', 'praktis', 'dan', 'efisien', 'banget', 'jadi', 'enggak', 'usah', 'nyiapin', 'duit', 'lembaran', 'enggak', 'perlu', 'rogoh', 'rogoh', 'kantong', 'buat', 'cari', 'uang', 'tinggal', 'klik', 'langsung', 'deh', 'ngeng']	['ragu', 'pakai', 'aplikasi', 'ngebantu', 'banget', 'cocok', 'sukanya', 'cashless', 'hihi', 'praktis', 'efisien', 'banget', 'nyiapin', 'duit', 'lembaran', 'rogoh', 'rogoh', 'kantong', 'cari', 'uang', 'tinggal', 'klik', 'langsung', 'deh', 'ngeng']	['ragu', 'pakai', 'aplikasi', 'ngebantu', 'banget', 'cocok', 'suka', 'cashless', 'hihi', 'praktis', 'efisien', 'banget', 'nyiapin', 'duit', 'lembar', 'rogoh', 'rogoh', 'kantong', 'cari', 'uang', 'tinggal', 'klik', 'langsung', 'deh', 'ngeng']
Awalnya sulit karena gaptek, tapi seterusnya sangat mudah. Datang ke pomp tunjukkan barcode	4	positif	id	awalnya sulit karena gaptek tapi seterusnya sangat mudah datang ke pomp tunjukkan barcode	['awalnya', 'sulit', 'karena', 'gaptek', 'tapi', 'seterusnya', 'sangat', 'mudah', 'datang', 'ke', 'pomp', 'tunjukkan', 'barcode']	['awalnya', 'sulit', 'karena', 'gaptek', 'tapi', 'seterusnya', 'sangat', 'mudah', 'datang', 'ke', 'pomp', 'tunjukkan', 'barcode']	['sulit', 'gaptek', 'mudah', 'pomp', 'tunjukkan', 'barcode']	['sulit', 'gaptek', 'mudah', 'pomp', 'tunjuk', 'barcode']
Ayo lah beri kemudahan untuk masyarakatðŸ˜­	2	negatif	id	ayo lah beri kemudahan untuk masyarakat 	['ayo', 'lah', 'beri', 'kemudahan', 'untuk', 'masyarakat', '']	['ayo', 'lah', 'beri', 'kemudahan', 'untuk', 'masyarakat', '']	['ayo', 'kemudahan', 'masyarakat', '']	['ayo', 'mudah', 'masyarakat', '']
Bad banget, buat ngisi daftar subsidi balik balik sendiri	2	negatif	id	bad banget buat ngisi daftar subsidi balik balik sendiri	['bad', 'banget', 'buat', 'ngisi', 'daftar', 'subsidi', 'balik', 'balik', 'sendiri']	['bad', 'banget', 'buat', 'ngisi', 'daftar', 'subsidi', 'balik', 'balik', 'sendiri']	['bad', 'banget', 'ngisi', 'daftar', 'subsidi']	['bad', 'banget', 'ngisi', 'daftar', 'subsidi']
Bagaimana bagi driver calteran/ rental yg berganti ganti mobil?	2	negatif	id	bagaimana bagi driver calteran rental yg berganti ganti mobil	['bagaimana', 'bagi', 'driver', 'calteran', 'rental', 'yg', 'berganti', 'ganti', 'mobil']	['bagaimana', 'bagi', 'driver', 'calteran', 'rental', 'yang', 'berganti', 'ganti', 'mobil']	['driver', 'calteran', 'rental', 'berganti', 'ganti', 'mobil']	['driver', 'calteran', 'rental', 'ganti', 'ganti', 'mobil']
Bagi saya tidak ada kendala ketika daftar, saya baca banyak yg terkendala mengenai kode OTP yg masuk lewat SMS. Saran saja, tidak semua SPBU terdaftar diaplikasi, misalnya SPBU Cikadut, padahal besar dan ramai pas pinggir jalan besar JL A.H Nasution tapi tidak terdaftar. Saran proses, tidak semua orang mampu menggunakan aplikasi untuk membeli BBM menurut saya jika WAJIB terasa sangat keterlaluan.	4	positif	id	bagi saya tidak ada kendala ketika daftar saya baca banyak yg terkendala mengenai kode otp yg masuk lewat sms saran saja tidak semua spbu terdaftar diaplikasi misalnya spbu cikadut padahal besar dan ramai pas pinggir jalan besar jl ah nasution tapi tidak terdaftar saran proses tidak semua orang mampu menggunakan aplikasi untuk membeli bbm menurut saya jika wajib terasa sangat keterlaluan	['bagi', 'saya', 'tidak', 'ada', 'kendala', 'ketika', 'daftar', 'saya', 'baca', 'banyak', 'yg', 'terkendala', 'mengenai', 'kode', 'otp', 'yg', 'masuk', 'lewat', 'sms', 'saran', 'saja', 'tidak', 'semua', 'spbu', 'terdaftar', 'diaplikasi', 'misalnya', 'spbu', 'cikadut', 'padahal', 'besar', 'dan', 'ramai', 'pas', 'pinggir', 'jalan', 'besar', 'jl', 'ah', 'nasution', 'tapi', 'tidak', 'terdaftar', 'saran', 'proses', 'tidak', 'semua', 'orang', 'mampu', 'menggunakan', 'aplikasi', 'untuk', 'membeli', 'bbm', 'menurut', 'saya', 'jika', 'wajib', 'terasa', 'sangat', 'keterlaluan']	['bagi', 'saya', 'tidak', 'ada', 'kendala', 'ketika', 'daftar', 'saya', 'baca', 'banyak', 'yang', 'terkendala', 'mengenai', 'kode', 'otp', 'yang', 'masuk', 'lewat', 'sms', 'saran', 'saja', 'tidak', 'semua', 'spbu', 'terdaftar', 'diaplikasi', 'misalnya', 'spbu', 'cikadut', 'padahal', 'besar', 'dan', 'ramai', 'pas', 'pinggir', 'jalan', 'besar', 'jl', 'ah', 'nasution', 'tapi', 'tidak', 'terdaftar', 'saran', 'proses', 'tidak', 'semua', 'orang', 'mampu', 'menggunakan', 'aplikasi', 'untuk', 'membeli', 'bbm', 'menurut', 'saya', 'jika', 'wajib', 'terasa', 'sangat', 'keterlaluan']	['kendala', 'daftar', 'baca', 'terkendala', 'kode', 'otp', 'masuk', 'sms', 'saran', 'spbu', 'terdaftar', 'diaplikasi', 'spbu', 'cikadut', 'ramai', 'pinggir', 'jalan', 'jl', 'ah', 'nasution', 'terdaftar', 'saran', 'proses', 'orang', 'aplikasi', 'membeli', 'bbm', 'wajib']	['kendala', 'daftar', 'baca', 'kendala', 'kode', 'otp', 'masuk', 'sms', 'saran', 'spbu', 'daftar', 'aplikasi', 'spbu', 'cikadut', 'ramai', 'pinggir', 'jalan', 'jl', 'ah', 'nasution', 'daftar', 'saran', 'proses', 'orang', 'aplikasi', 'beli', 'bbm', 'wajib']
bagus aman dan baik	4	positif	id	bagus aman dan baik	['bagus', 'aman', 'dan', 'baik']	['bagus', 'aman', 'dan', 'baik']	['bagus', 'aman']	['bagus', 'aman']
Bagus apknya lancar juga minusnya e wallet nya cuma link kalau bisa tambahin gopay dll	4	positif	id	bagus apknya lancar juga minusnya e wallet nya cuma link kalau bisa tambahin gopay dll	['bagus', 'apknya', 'lancar', 'juga', 'minusnya', 'e', 'wallet', 'nya', 'cuma', 'link', 'kalau', 'bisa', 'tambahin', 'gopay', 'dll']	['bagus', 'apknya', 'lancar', 'juga', 'minusnya', 'e', 'wallet', 'nya', 'cuma', 'link', 'kalau', 'bisa', 'tambahkan', 'gopay', 'dll']	['bagus', 'apknya', 'lancar', 'minusnya', 'wallet', 'link', 'tambahkan', 'gopay', 'dll']	['bagus', 'apknya', 'lancar', 'minus', 'wallet', 'link', 'tambah', 'gopay', 'dll']
